restaurante_id,articulo_id,precio
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8cb,12.65
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8cc,7.97
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8cd,24.58
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8ce,29.5
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8cf,29.97
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8d0,9.39
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8d1,5.26
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8d2,14.8
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8d3,28.57
681984fa7e1f55f7e877f4c2,681984ff7e1f55f7e877f8d4,27.83
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8d5,10.4
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8d6,3.79
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8d7,4.91
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8d8,23.65
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8d9,29.72
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8da,22.25
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8db,2.4
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8dc,8.13
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8dd,27.29
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8de,3.29
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8df,29.12
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8e0,29.91
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8e1,29.96
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8e2,10.94
681984fa7e1f55f7e877f4c3,681984ff7e1f55f7e877f8e3,21.01
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8e4,25.11
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8e5,11.0
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8e6,27.7
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8e7,27.99
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8e8,2.35
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8e9,5.75
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8ea,24.27
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8eb,14.94
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8ec,8.87
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8ed,10.35
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8ee,29.6
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8ef,8.4
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8f0,27.6
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8f1,5.56
681984fa7e1f55f7e877f4c4,681984ff7e1f55f7e877f8f2,7.97
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8f3,12.83
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8f4,20.86
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8f5,14.67
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8f6,25.71
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8f7,25.97
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8f8,11.21
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8f9,13.82
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8fa,2.75
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8fb,8.21
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8fc,10.44
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8fd,9.02
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8fe,25.99
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f8ff,11.91
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f900,4.77
681984fa7e1f55f7e877f4c5,681984ff7e1f55f7e877f901,16.75
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f902,23.09
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f903,2.65
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f904,5.66
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f905,21.96
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f906,24.59
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f907,17.64
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f908,9.8
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f909,19.85
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f90a,16.97
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f90b,28.57
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f90c,12.62
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f90d,8.13
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f90e,15.2
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f90f,19.44
681984fa7e1f55f7e877f4c6,681984ff7e1f55f7e877f910,12.04
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f911,15.56
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f912,13.76
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f913,5.57
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f914,11.39
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f915,24.79
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f916,7.96
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f917,22.94
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f918,19.85
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f919,12.4
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f91a,4.71
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f91b,12.42
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f91c,9.17
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f91d,18.76
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f91e,7.98
681984fa7e1f55f7e877f4c7,681984ff7e1f55f7e877f91f,26.42
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f920,27.17
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f921,14.29
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f922,25.66
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f923,27.66
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f924,21.68
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f925,5.64
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f926,23.05
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f927,19.87
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f928,19.8
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f929,9.48
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f92a,8.97
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f92b,26.11
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f92c,20.71
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f92d,7.37
681984fa7e1f55f7e877f4c8,681984ff7e1f55f7e877f92e,21.9
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f92f,7.69
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f930,7.22
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f931,22.29
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f932,7.8
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f933,15.51
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f934,8.19
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f935,14.11
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f936,21.7
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f937,20.42
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f938,25.89
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f939,25.91
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f93a,6.95
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f93b,6.4
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f93c,8.8
681984fa7e1f55f7e877f4c9,681984ff7e1f55f7e877f93d,12.09
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f93e,17.29
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f93f,15.66
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f940,4.07
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f941,25.68
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f942,29.23
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f943,10.61
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f944,21.65
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f945,14.86
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f946,29.87
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f947,18.19
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f948,23.81
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f949,2.47
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f94a,18.98
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f94b,25.53
681984fa7e1f55f7e877f4ca,681984ff7e1f55f7e877f94c,12.68
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f94d,26.78
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f94e,16.52
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f94f,22.59
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f950,3.56
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f951,6.65
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f952,3.71
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f953,4.6
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f954,11.58
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f955,10.62
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f956,3.21
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f957,25.89
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f958,13.7
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f959,26.96
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f95a,22.73
681984fa7e1f55f7e877f4cb,681984ff7e1f55f7e877f95b,25.06
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f95c,8.73
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f95d,18.78
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f95e,2.07
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f95f,4.97
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f960,3.77
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f961,16.62
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f962,28.98
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f963,20.49
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f964,3.58
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f965,4.41
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f966,17.99
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f967,9.73
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f968,25.33
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f969,6.99
681984fa7e1f55f7e877f4cc,681984ff7e1f55f7e877f96a,20.53
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f96b,22.74
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f96c,8.26
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f96d,18.37
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f96e,12.38
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f96f,6.4
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f970,26.54
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f971,5.91
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f972,17.28
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f973,24.33
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f974,29.1
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f975,29.22
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f976,3.8
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f977,3.29
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f978,4.3
681984fa7e1f55f7e877f4cd,681984ff7e1f55f7e877f979,19.49
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f97a,21.29
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f97b,18.23
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f97c,13.43
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f97d,26.31
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f97e,20.02
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f97f,15.12
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f980,13.55
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f981,8.91
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f982,11.27
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f983,28.76
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f984,11.81
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f985,28.38
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f986,9.62
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f987,12.14
681984fa7e1f55f7e877f4ce,681984ff7e1f55f7e877f988,20.2
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f989,10.64
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f98a,21.95
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f98b,14.25
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f98c,5.53
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f98d,14.42
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f98e,23.75
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f98f,27.84
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f990,7.08
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f991,26.03
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f992,18.95
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f993,18.11
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f994,20.68
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f995,16.09
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f996,8.54
681984fa7e1f55f7e877f4cf,681984ff7e1f55f7e877f997,23.32
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f998,17.68
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f999,13.6
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f99a,2.04
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f99b,21.75
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f99c,8.63
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f99d,19.94
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f99e,6.33
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f99f,16.23
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f9a0,11.89
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f9a1,27.82
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f9a2,3.71
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f9a3,12.76
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f9a4,4.39
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f9a5,21.6
681984fa7e1f55f7e877f4d0,681984ff7e1f55f7e877f9a6,27.4
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9a7,10.46
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9a8,24.39
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9a9,25.31
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9aa,22.26
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9ab,24.99
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9ac,11.64
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9ad,10.46
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9ae,16.83
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9af,15.76
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9b0,22.21
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9b1,2.63
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9b2,2.2
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9b3,12.95
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9b4,10.42
681984fa7e1f55f7e877f4d1,681984ff7e1f55f7e877f9b5,18.34
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9b6,13.25
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9b7,9.84
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9b8,3.18
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9b9,10.85
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9ba,16.75
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9bb,25.68
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9bc,14.47
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9bd,20.62
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9be,27.66
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9bf,22.18
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9c0,20.33
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9c1,13.89
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9c2,11.81
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9c3,23.47
681984fa7e1f55f7e877f4d2,681984ff7e1f55f7e877f9c4,18.73
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9c5,10.85
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9c6,25.77
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9c7,3.2
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9c8,27.13
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9c9,27.62
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9ca,14.31
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9cb,15.72
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9cc,29.79
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9cd,5.11
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9ce,7.07
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9cf,19.61
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9d0,16.38
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9d1,11.08
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9d2,18.61
681984fa7e1f55f7e877f4d3,681984ff7e1f55f7e877f9d3,15.49
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9d4,11.22
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9d5,3.71
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9d6,22.99
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9d7,20.43
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9d8,28.78
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9d9,15.75
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9da,27.16
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9db,12.02
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9dc,24.73
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9dd,10.75
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9de,3.28
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9df,7.37
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9e0,26.4
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9e1,27.7
681984fa7e1f55f7e877f4d4,681984ff7e1f55f7e877f9e2,23.02
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9e3,4.97
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9e4,14.11
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9e5,7.15
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9e6,15.51
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9e7,3.43
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9e8,12.57
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9e9,28.13
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9ea,5.83
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9eb,2.47
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9ec,10.15
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9ed,25.0
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9ee,9.43
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9ef,11.73
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9f0,12.46
681984fa7e1f55f7e877f4d5,681984ff7e1f55f7e877f9f1,18.72
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f2,16.17
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f3,21.87
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f4,24.59
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f5,13.87
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f6,16.83
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f7,7.83
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f8,23.03
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9f9,9.71
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9fa,2.55
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9fb,24.9
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9fc,12.02
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9fd,7.26
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9fe,21.35
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877f9ff,3.27
681984fa7e1f55f7e877f4d6,681984ff7e1f55f7e877fa00,25.72
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa01,6.17
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa02,10.27
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa03,2.21
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa04,22.98
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa05,5.09
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa06,22.96
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa07,27.29
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa08,29.4
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa09,4.11
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa0a,2.39
681984fa7e1f55f7e877f4d7,681984ff7e1f55f7e877fa0b,17.54
